Date,Region,Channel,Sales,Leads,Conversions,Revenue
2024-06-19,North,Ads,2660,156,49,859.35
2024-06-19,North,Social Media,3422,106,50,1729.35
2024-06-19,North,Referral,2868,73,31,1103.59
2024-06-19,South,Email,3860,119,23,801.97
2024-06-19,South,Ads,2720,126,10,228.71
2024-06-19,South,Social Media,2109,30,13,985.74
2024-06-19,South,Referral,2113,198,45,516.39
2024-06-19,East,Email,1796,182,2,20.86
2024-06-19,East,Ads,1655,106,29,415.85
2024-06-19,East,Social Media,3391,200,22,416.39
2024-06-19,East,Referral,4992,199,33,964.77
2024-06-19,West,Email,2114,80,50,1287.45
2024-06-19,West,Ads,4153,36,21,2094.66
2024-06-19,West,Social Media,2708,121,15,330.1
2024-06-19,West,Referral,4166,148,14,329.47
2024-06-20,North,Email,1977,25,2,164.4
2024-06-20,North,Ads,4054,170,11,238.45
2024-06-20,North,Social Media,1999,106,5,86.96
2024-06-20,North,Referral,1230,76,35,581.02
2024-06-20,South,Email,2201,81,8,184.78
2024-06-20,South,Ads,1701,199,27,207.18
2024-06-20,South,Social Media,3888,39,17,1747.05
2024-06-20,South,Referral,1161,160,13,83.45
2024-06-20,East,Email,2811,168,23,373.27
2024-06-20,East,Ads,671,28,4,95.47
2024-06-20,East,Social Media,2385,119,27,544.76
2024-06-20,East,Referral,1661,67,44,890.44
2024-06-20,West,Email,961,187,16,97.04
2024-06-20,West,Ads,1369,170,47,333.25
2024-06-20,West,Social Media,1306,162,25,223.7
2024-06-20,West,Referral,3023,99,17,452.25
2024-06-21,North,Email,4409,160,45,1007.15
2024-06-21,North,Ads,946,53,18,353.63
2024-06-21,North,Social Media,3942,83,25,1301.71
2024-06-21,North,Referral,1791,170,16,183.57
2024-06-21,South,Email,1900,160,24,313.03
2024-06-21,South,Ads,4512,133,36,1345.84
2024-06-21,South,Social Media,1325,152,14,139.32
2024-06-21,South,Referral,943,115,22,171.66
2024-06-21,East,Email,2671,165,22,354.41
2024-06-21,East,Ads,3211,123,48,1062.52
2024-06-21,East,Social Media,2223,76,24,707.52
2024-06-21,East,Referral,4715,89,29,1326.23
2024-06-21,West,Email,4381,170,7,169.64
2024-06-21,West,Ads,3211,164,46,1012.77
2024-06-21,West,Social Media,3128,140,46,931.41
2024-06-21,West,Referral,3839,122,48,1486.88
2024-06-22,North,Email,2868,174,49,827.85
2024-06-22,North,Ads,4895,166,9,270.76
2024-06-22,North,Social Media,4341,132,40,1523.33
2024-06-22,North,Referral,3508,185,14,288.74
2024-06-22,South,Email,4014,109,21,696.01
2024-06-22,South,Ads,2615,152,24,442.5
2024-06-22,South,Social Media,2959,116,44,1194.65
2024-06-22,South,Referral,1765,67,30,746.0
2024-06-22,East,Email,2749,125,6,107.22
2024-06-22,East,Ads,1032,171,39,226.99
2024-06-22,East,Social Media,3154,124,38,931.44
2024-06-22,East,Referral,1333,132,43,433.74
2024-06-22,West,Email,3924,87,46,1917.41
2024-06-22,West,Ads,2160,189,48,571.6
2024-06-22,West,Social Media,1685,165,15,169.67
2024-06-22,West,Referral,3844,118,30,890.11
2024-06-23,North,Email,3678,91,2,68.94
2024-06-23,North,Ads,4218,152,25,563.85
2024-06-23,North,Social Media,3038,36,21,1559.42
2024-06-23,North,Referral,2253,162,49,698.67
2024-06-23,South,Email,4515,22,2,359.8
2024-06-23,South,Ads,1372,137,27,289.45
2024-06-23,South,Social Media,1557,156,14,111.79
2024-06-23,South,Referral,2368,20,16,1871.52
2024-06-23,East,Email,4530,199,11,281.43
2024-06-23,East,Ads,4238,159,49,1399.33
2024-06-23,East,Social Media,4564,93,32,1807.13
2024-06-23,East,Referral,3351,161,49,1024.85
2024-06-23,West,Email,3940,129,4,131.31
2024-06-23,West,Ads,1286,88,11,189.17
2024-06-23,West,Social Media,3443,118,33,1000.05
2024-06-23,West,Referral,3545,43,36,3455.59
2024-06-24,North,Email,2715,128,45,799.11
2024-06-24,North,Ads,1044,75,37,597.33
2024-06-24,North,Social Media,1158,190,13,79.89
2024-06-24,North,Referral,3827,159,28,737.78
2024-06-24,South,Email,4679,175,24,629.91
2024-06-24,South,Ads,633,39,12,182.2
2024-06-24,South,Social Media,1166,40,14,463.77
2024-06-24,South,Referral,1737,175,22,195.39
2024-06-24,East,Email,658,144,47,194.89
2024-06-24,East,Ads,4315,79,24,1179.03
2024-06-24,East,Social Media,1041,134,27,188.12
2024-06-24,East,Referral,4110,123,39,1175.36
2024-06-24,West,Email,2256,34,28,1997.14
2024-06-24,West,Ads,1475,164,20,165.23
2024-06-24,West,Social Media,824,83,15,132.21
2024-06-24,West,Referral,4986,146,17,552.95
2024-06-25,North,Email,1067,124,5,39.42
2024-06-25,North,Ads,3819,36,7,859.4
2024-06-25,North,Social Media,3031,57,38,2199.71
2024-06-25,North,Referral,3581,55,30,2039.96
2024-06-25,South,Email,3287,133,46,1350.15
2024-06-25,South,Ads,1778,180,22,212.51
2024-06-25,South,Social Media,825,86,49,392.68
2024-06-25,South,Referral,1940,178,22,273.01
2024-06-25,East,Email,3131,120,33,952.5
2024-06-25,East,Ads,2869,159,23,359.36
2024-06-25,East,Social Media,2163,56,39,1634.58
2024-06-25,East,Referral,1192,82,18,308.5
2024-06-25,West,Email,1038,71,19,290.69
2024-06-25,West,Ads,771,85,6,52.87
2024-06-25,West,Social Media,1742,137,18,272.58
2024-06-25,West,Referral,4710,26,19,3218.49
2024-06-26,North,Email,4571,130,48,1867.19
2024-06-26,North,Ads,4126,110,30,962.23
2024-06-26,North,Social Media,720,115,7,40.51
2024-06-26,North,Referral,2974,151,30,681.67
2024-06-26,South,Email,1660,150,27,269.06
2024-06-26,South,Ads,1652,76,17,355.72
2024-06-26,South,Social Media,1982,123,2,29.59
2024-06-26,South,Referral,2088,92,45,890.42
2024-06-26,East,Email,1444,61,28,560.34
2024-06-26,East,Ads,4620,57,22,1564.9
2024-06-26,East,Social Media,1583,197,48,433.38
2024-06-26,East,Referral,3112,179,43,771.91
2024-06-26,West,Email,4259,58,41,3447.68
2024-06-26,West,Ads,3067,45,13,955.24
2024-06-26,West,Social Media,2510,119,50,918.9
2024-06-26,West,Referral,3533,90,8,365.86
2024-06-27,North,Email,566,157,8,23.89
2024-06-27,North,Ads,2289,120,32,545.8
2024-06-27,North,Social Media,1737,122,28,404.97
2024-06-27,North,Referral,4087,107,24,741.64
2024-06-27,South,Email,4342,110,4,161.67
2024-06-27,South,Ads,2628,178,11,130.74
2024-06-27,South,Social Media,2897,145,50,1012.87
2024-06-27,South,Referral,3880,106,39,1191.64
2024-06-27,East,Email,809,39,8,163.81
2024-06-27,East,Ads,2000,32,4,277.01
2024-06-27,East,Social Media,1105,121,7,64.37
2024-06-27,East,Referral,3883,146,33,843.14
2024-06-27,West,Email,913,44,22,547.54
2024-06-27,West,Ads,3555,77,21,1097.01
2024-06-27,West,Social Media,3269,190,12,247.71
2024-06-27,West,Referral,2915,192,23,380.7
2024-06-28,North,Email,803,137,49,282.18
2024-06-28,North,Ads,2826,145,21,329.76
2024-06-28,North,Social Media,2079,124,33,601.1
2024-06-28,North,Referral,4097,199,37,879.84
2024-06-28,South,Email,3785,169,17,333.36
2024-06-28,South,Ads,2479,79,11,328.64
2024-06-28,South,Social Media,3592,100,34,1143.95
2024-06-28,South,Referral,4317,168,37,1040.38
2024-06-28,East,Email,1357,151,50,531.05
2024-06-28,East,Ads,3896,42,17,1554.9
2024-06-28,East,Social Media,2107,67,34,943.9
2024-06-28,East,Referral,2243,152,17,240.46
2024-06-28,West,Email,1588,28,19,907.73
2024-06-28,West,Ads,975,29,10,377.13
2024-06-28,West,Social Media,1686,106,48,612.5
2024-06-28,West,Referral,2563,72,41,1539.85
2024-06-29,North,Email,1762,88,46,802.85
2024-06-29,North,Ads,1518,196,40,273.83
2024-06-29,North,Social Media,3166,58,22,1256.43
2024-06-29,North,Referral,1093,73,49,874.64
2024-06-29,South,Email,3780,184,47,951.51
2024-06-29,South,Ads,2042,97,2,38.54
2024-06-29,South,Social Media,1368,63,32,822.31
2024-06-29,South,Referral,4677,146,18,605.16
2024-06-29,East,Email,4542,103,11,512.68
2024-06-29,East,Ads,2025,135,43,642.59
2024-06-29,East,Social Media,3930,110,27,949.47
2024-06-29,East,Referral,3775,63,29,1509.98
2024-06-29,West,Email,1324,76,35,506.88
2024-06-29,West,Ads,3825,199,46,787.75
2024-06-29,West,Social Media,574,195,34,97.71
2024-06-29,West,Referral,828,97,10,69.44
2024-06-30,North,Email,4816,183,33,795.61
2024-06-30,North,Ads,3791,191,19,308.34
2024-06-30,North,Social Media,3786,138,23,618.61
2024-06-30,North,Referral,4379,38,2,271.61
2024-06-30,South,Email,1905,85,6,152.04
2024-06-30,South,Ads,1991,113,43,817.37
2024-06-30,South,Social Media,4909,98,21,871.95
2024-06-30,South,Referral,2706,31,22,2044.24
2024-06-30,East,Email,1247,52,27,748.75
2024-06-30,East,Ads,1179,34,19,756.84
2024-06-30,East,Social Media,3626,21,2,283.36
2024-06-30,East,Referral,1795,169,43,496.53
2024-06-30,West,Email,3780,49,11,732.03
2024-06-30,West,Ads,4145,104,17,690.45
2024-06-30,West,Social Media,670,37,25,454.65
2024-06-30,West,Referral,1591,41,25,1083.05
2024-07-01,North,Email,4669,85,41,2004.07
2024-07-01,North,Ads,736,129,31,176.71
2024-07-01,North,Social Media,3377,157,44,908.0
2024-07-01,North,Referral,1532,58,25,573.43
2024-07-01,South,Email,4570,80,42,2662.15
2024-07-01,South,Ads,2423,70,40,1515.95
2024-07-01,South,Social Media,1892,64,25,710.75
2024-07-01,South,Referral,3946,126,28,1046.19
2024-07-01,East,Email,561,81,39,233.93
2024-07-01,East,Ads,3098,143,22,434.44
2024-07-01,East,Social Media,1638,195,14,112.29
2024-07-01,East,Referral,2710,38,15,1038.56
2024-07-01,West,Email,1860,142,5,62.49
2024-07-01,West,Ads,563,120,3,11.86
2024-07-01,West,Social Media,4128,106,11,376.79
2024-07-01,West,Referral,3830,185,14,301.78
2024-07-02,North,Email,2454,43,25,1427.34
2024-07-02,North,Ads,1461,191,24,174.5
2024-07-02,North,Social Media,3720,138,36,982.37
2024-07-02,North,Referral,1274,72,38,615.19
2024-07-02,South,Email,2623,195,11,159.75
2024-07-02,South,Ads,779,194,43,200.44
2024-07-02,South,Social Media,2842,85,7,239.69
2024-07-02,South,Referral,3389,55,4,201.05
2024-07-02,East,Email,2973,192,45,618.56
2024-07-02,East,Ads,2351,112,20,412.32
2024-07-02,East,Social Media,1094,96,27,298.36
2024-07-02,East,Referral,1899,149,48,615.0
2024-07-02,West,Email,4178,42,14,1127.49
2024-07-02,West,Ads,4076,161,21,429.71
2024-07-02,West,Social Media,4557,194,4,75.55
2024-07-02,West,Referral,2443,54,15,721.99
2024-07-03,North,Email,1954,69,15,412.36
2024-07-03,North,Ads,4598,198,41,960.86
2024-07-03,North,Social Media,2342,20,9,930.28
2024-07-03,North,Referral,3944,135,12,408.3
2024-07-03,South,Email,4737,105,17,614.36
2024-07-03,South,Ads,3556,29,25,3132.85
2024-07-03,South,Social Media,3196,164,39,736.24
2024-07-03,South,Referral,3245,160,38,621.92
2024-07-03,East,Email,4902,55,8,618.82
2024-07-03,East,Ads,894,63,15,181.58
2024-07-03,East,Social Media,829,69,49,644.27
2024-07-03,East,Referral,2145,141,25,388.64
2024-07-03,West,Email,2061,25,17,1191.63
2024-07-03,West,Ads,2303,94,4,111.41
2024-07-03,West,Social Media,4473,38,19,2439.2
2024-07-03,West,Referral,4254,92,4,195.15
2024-07-04,North,Email,4155,57,5,358.27
2024-07-04,North,Ads,716,99,43,292.23
2024-07-04,North,Social Media,4929,146,14,554.13
2024-07-04,North,Referral,4927,184,5,125.4
2024-07-04,South,Email,4127,121,13,398.61
2024-07-04,South,Ads,2804,36,17,1398.28
2024-07-04,South,Social Media,1724,78,10,262.65
2024-07-04,South,Referral,2946,85,12,368.42
2024-07-04,East,Email,4266,153,21,530.97
2024-07-04,East,Ads,3131,132,44,948.22
2024-07-04,East,Social Media,1128,139,20,164.47
2024-07-04,East,Referral,1921,122,37,551.19
2024-07-04,West,Email,892,77,21,285.88
2024-07-04,West,Ads,2895,69,21,937.08
2024-07-04,West,Social Media,2292,36,10,703.64
2024-07-04,West,Referral,4051,85,33,1424.62
2024-07-05,North,Email,2065,103,39,897.29
2024-07-05,North,Ads,1519,24,4,296.75
2024-07-05,North,Social Media,3772,171,5,108.81
2024-07-05,North,Referral,716,44,11,165.02
2024-07-05,South,Email,3194,160,5,80.48
2024-07-05,South,Ads,1580,183,15,105.27
2024-07-05,South,Social Media,2062,147,43,694.32
2024-07-05,South,Referral,4287,172,4,99.77
2024-07-05,East,Email,3421,98,33,1254.06
2024-07-05,East,Ads,4552,145,17,639.23
2024-07-05,East,Social Media,3687,198,19,364.4
2024-07-05,East,Referral,3587,149,16,446.1
2024-07-05,West,Email,1016,125,23,158.44
2024-07-05,West,Ads,1249,32,2,87.09
2024-07-05,West,Social Media,2524,105,33,950.78
2024-07-05,West,Referral,673,199,43,157.65
2024-07-06,North,Email,2863,84,18,511.59
2024-07-06,North,Ads,2218,90,10,293.06
2024-07-06,North,Social Media,4328,159,8,247.25
2024-07-06,North,Referral,1945,168,15,172.5
2024-07-06,South,Email,2162,128,7,113.52
2024-07-06,South,Ads,2028,180,42,504.53
2024-07-06,South,Social Media,3021,145,40,668.38
2024-07-06,South,Referral,3904,160,41,1107.82
2024-07-06,East,Email,3077,76,20,835.58
2024-07-06,East,Ads,4553,44,29,2847.49
2024-07-06,East,Social Media,4939,177,18,567.02
2024-07-06,East,Referral,2872,195,41,655.58
2024-07-06,West,Email,2688,50,40,1878.62
2024-07-06,West,Ads,803,80,13,108.79
2024-07-06,West,Social Media,3333,174,29,610.67
2024-07-06,West,Referral,4263,35,14,1853.73
2024-07-07,North,Email,4476,45,29,3302.46
2024-07-07,North,Ads,1698,70,13,322.71
2024-07-07,North,Social Media,684,51,39,620.03
2024-07-07,North,Referral,2857,135,17,371.26
2024-07-07,South,Email,3539,75,24,1317.39
2024-07-07,South,Ads,4027,177,35,721.12
2024-07-07,South,Social Media,4703,36,16,2034.99
2024-07-07,South,Referral,4243,132,41,1329.43
2024-07-07,East,Email,940,110,36,317.35
2024-07-07,East,Ads,2901,130,2,50.62
2024-07-07,East,Social Media,3991,127,34,898.8
2024-07-07,East,Referral,3699,170,24,440.46
2024-07-07,West,Email,972,64,17,296.86
2024-07-07,West,Ads,1089,100,13,116.31
2024-07-07,West,Social Media,2816,167,16,261.96
2024-07-07,West,Referral,533,47,3,34.96
2024-07-08,North,Email,875,94,11,112.91
2024-07-08,North,Ads,4504,60,20,1554.23
2024-07-08,North,Social Media,2365,85,25,693.3
2024-07-08,North,Referral,4200,133,40,1100.25
2024-07-08,South,Email,4408,133,12,408.5
2024-07-08,South,Ads,558,149,16,49.38
2024-07-08,South,Social Media,4248,167,35,885.08
2024-07-08,South,Referral,3529,50,24,1439.31
2024-07-08,East,Email,3399,186,29,517.0
2024-07-08,East,Ads,1412,166,49,370.11
2024-07-08,East,Social Media,3234,66,47,1915.77
2024-07-08,East,Referral,2966,113,18,467.0
2024-07-08,West,Email,4624,143,18,665.31
2024-07-08,West,Ads,1419,69,38,703.41
2024-07-08,West,Social Media,4890,115,37,1371.86
2024-07-08,West,Referral,3555,33,28,2988.16
2024-07-09,North,Email,1113,100,20,246.01
2024-07-09,North,Ads,3873,181,12,269.57
2024-07-09,North,Social Media,3691,75,39,1865.06
2024-07-09,North,Referral,893,173,28,117.27
2024-07-09,South,Email,2555,91,35,799.63
2024-07-09,South,Ads,860,160,24,133.1
2024-07-09,South,Social Media,4594,169,33,719.56
2024-07-09,South,Referral,3300,174,3,65.89
2024-07-09,East,Email,3341,102,44,1332.37
2024-07-09,East,Ads,3353,100,45,1214.06
2024-07-09,East,Social Media,845,114,9,65.89
2024-07-09,East,Referral,4897,144,36,991.86
2024-07-09,West,Email,806,23,17,687.45
2024-07-09,West,Ads,3192,74,38,1647.02
2024-07-09,West,Social Media,3861,141,46,1102.28
2024-07-09,West,Referral,3881,181,20,397.4
2024-07-10,North,Email,2380,165,9,140.35
2024-07-10,North,Ads,2176,35,23,1645.79
2024-07-10,North,Social Media,1543,85,36,756.51
2024-07-10,North,Referral,2694,192,38,467.54
2024-07-10,South,Email,2561,151,23,332.2
2024-07-10,South,Ads,4245,46,8,607.39
2024-07-10,South,Social Media,4853,99,26,1197.04
2024-07-10,South,Referral,1547,34,32,1183.47
2024-07-10,East,Email,4289,153,15,440.34
2024-07-10,East,Ads,4529,59,40,2654.66
2024-07-10,East,Social Media,3695,127,10,346.64
2024-07-10,East,Referral,1620,93,18,288.79
2024-07-10,West,Email,3396,135,24,632.12
2024-07-10,West,Ads,4480,170,21,492.01
2024-07-10,West,Social Media,1447,42,36,1150.8
2024-07-10,West,Referral,1057,100,46,395.93
2024-07-11,North,Email,2156,97,3,57.92
2024-07-11,North,Ads,953,179,22,129.04
2024-07-11,North,Social Media,3061,116,17,518.7
2024-07-11,North,Referral,3371,126,48,1449.15
2024-07-11,South,Email,3755,75,39,2066.6
2024-07-11,South,Ads,2355,90,19,443.94
2024-07-11,South,Social Media,1948,138,37,443.59
2024-07-11,South,Referral,1503,23,21,1470.37
2024-07-11,East,Email,4242,107,8,257.77
2024-07-11,East,Ads,4731,191,14,364.1
2024-07-11,East,Social Media,3237,46,26,2082.15
2024-07-11,East,Referral,3848,37,16,1649.02
2024-07-11,West,Email,4647,91,29,1431.78
2024-07-11,West,Ads,1263,137,17,152.6
2024-07-11,West,Social Media,2748,118,30,731.09
2024-07-11,West,Referral,2175,102,49,1052.71
2024-07-12,North,Email,4331,146,50,1434.83
2024-07-12,North,Ads,4147,27,23,3478.7
2024-07-12,North,Social Media,1984,113,16,321.41
2024-07-12,North,Referral,2050,197,8,80.83
2024-07-12,South,Email,2329,187,3,40.04
2024-07-12,South,Ads,4959,36,8,1274.38
2024-07-12,South,Social Media,2594,55,32,1462.66
2024-07-12,South,Referral,2048,165,22,251.36
2024-07-12,East,Email,3799,27,21,2632.0
2024-07-12,East,Ads,2728,104,28,646.76
2024-07-12,East,Social Media,3174,69,44,1758.53
2024-07-12,East,Referral,1895,70,43,1130.27
2024-07-12,West,Email,3303,188,9,176.37
2024-07-12,West,Ads,4848,199,24,666.82
2024-07-12,West,Social Media,2357,96,24,636.44
2024-07-12,West,Referral,3288,103,34,1174.52
2024-07-13,North,Email,605,150,38,181.78
2024-07-13,North,Ads,2208,27,23,1979.43
2024-07-13,North,Social Media,2549,132,46,858.35
2024-07-13,North,Referral,2727,56,9,501.47
2024-07-13,South,Email,4473,64,45,3488.63
2024-07-13,South,Ads,4229,139,2,49.09
2024-07-13,South,Social Media,927,125,30,223.02
2024-07-13,South,Referral,606,55,20,199.8
2024-07-13,East,Email,1725,184,28,313.34
2024-07-13,East,Ads,1395,85,22,325.37
2024-07-13,East,Social Media,2792,63,43,2227.66
2024-07-13,East,Referral,4092,149,31,851.83
2024-07-13,West,Email,1258,100,37,429.01
2024-07-13,West,Ads,4611,64,2,168.66
2024-07-13,West,Social Media,3807,120,42,1094.74
2024-07-13,West,Referral,895,113,29,239.94
2024-07-14,North,Email,2488,152,42,803.58
2024-07-14,North,Ads,3341,135,50,1400.84
2024-07-14,North,Social Media,4084,111,49,1737.6
2024-07-14,North,Referral,3242,100,27,990.51
2024-07-14,South,Email,3648,180,26,571.87
2024-07-14,South,Ads,3321,42,31,2615.72
2024-07-14,South,Social Media,3146,30,7,846.56
2024-07-14,South,Referral,1522,31,23,1122.02
2024-07-14,East,Email,1559,164,29,237.56
2024-07-14,East,Ads,2137,26,16,1531.4
2024-07-14,East,Social Media,1291,49,7,153.27
2024-07-14,East,Referral,4912,97,42,2473.98
2024-07-14,West,Email,4946,32,27,4035.28
2024-07-14,West,Ads,2117,28,18,1607.77
2024-07-14,West,Social Media,2075,126,25,408.06
2024-07-14,West,Referral,3679,52,24,1645.54
2024-07-15,North,Email,4392,68,15,1145.39
2024-07-15,North,Ads,1881,141,40,439.62
2024-07-15,North,Social Media,692,179,16,63.11
2024-07-15,North,Referral,3025,79,14,447.95
2024-07-15,South,Email,610,127,48,269.01
2024-07-15,South,Ads,3143,106,31,883.31
2024-07-15,South,Social Media,796,113,37,302.87
2024-07-15,South,Referral,4611,107,15,756.92
2024-07-15,East,Email,4865,50,3,295.56
2024-07-15,East,Ads,1716,74,21,410.4
2024-07-15,East,Social Media,3739,172,26,468.51
2024-07-15,East,Referral,1625,137,27,354.77
2024-07-15,West,Email,3025,177,20,404.38
2024-07-15,West,Ads,3732,180,15,296.1
2024-07-15,West,Social Media,940,47,15,280.59
2024-07-15,West,Referral,3971,143,22,577.94
2024-07-16,North,Email,505,188,16,36.64
2024-07-16,North,Ads,3358,66,36,1596.01
2024-07-16,North,Social Media,1680,151,27,335.9
2024-07-16,North,Referral,3571,29,17,2038.43
2024-07-16,South,Email,514,182,49,117.93
2024-07-16,South,Ads,1736,191,33,269.46
2024-07-16,South,Social Media,3720,91,45,1509.33
2024-07-16,South,Referral,3133,70,42,1804.58
2024-07-16,East,Email,1499,171,33,264.61
2024-07-16,East,Ads,2591,181,12,147.94
2024-07-16,East,Social Media,2570,143,23,337.62
2024-07-16,East,Referral,4635,66,42,3296.08
2024-07-16,West,Email,4103,128,2,58.69
2024-07-16,West,Ads,4311,55,46,3890.83
2024-07-16,West,Social Media,1431,110,7,79.68
2024-07-16,West,Referral,3478,113,42,1185.62
2024-07-17,North,Email,3418,133,5,145.86
2024-07-17,North,Ads,2263,142,46,879.52
2024-07-17,North,Social Media,3521,30,3,374.63
2024-07-17,North,Referral,3947,171,40,898.52
2024-07-17,South,Email,4506,163,39,1131.36
2024-07-17,South,Ads,1785,117,9,124.41
2024-07-17,South,Social Media,3020,139,47,1011.34
2024-07-17,South,Referral,3084,105,19,580.42
2024-07-17,East,Email,4518,128,40,1639.41
2024-07-17,East,Ads,2257,93,35,771.1
2024-07-17,East,Social Media,3984,121,42,1199.35
2024-07-17,East,Referral,690,184,15,45.46
2024-07-17,West,Email,3738,187,4,75.76
2024-07-17,West,Ads,1634,180,33,335.33
2024-07-17,West,Social Media,3521,69,48,2783.05
2024-07-17,West,Referral,4780,102,27,1161.36
2024-07-18,North,Email,2703,38,28,2357.01
2024-07-18,North,Ads,2694,198,8,120.58
2024-07-18,North,Social Media,2206,88,31,810.23
2024-07-18,North,Referral,4459,155,43,1392.66
2024-07-18,South,Email,3213,37,21,1896.64
2024-07-18,South,Ads,3825,98,35,1415.31
2024-07-18,South,Social Media,4874,78,50,2768.46
2024-07-18,South,Referral,2092,170,48,660.69
2024-07-18,East,Email,3275,74,17,622.11
2024-07-18,East,Ads,2061,196,46,472.58
2024-07-18,East,Social Media,3738,84,6,279.85
2024-07-18,East,Referral,4831,175,46,1374.47
2024-07-18,West,Email,3355,162,7,173.51
2024-07-18,West,Ads,3767,104,31,1241.54
2024-07-18,West,Social Media,511,110,31,116.98
2024-07-18,West,Referral,2376,79,39,1338.81
2024-07-19,North,Email,679,48,39,535.76
2024-07-19,North,Ads,2524,165,38,655.58
2024-07-19,North,Social Media,2019,132,21,296.94
2024-07-19,North,Referral,1416,42,10,309.7
2024-07-19,South,Email,2016,74,47,1230.19
2024-07-19,South,Ads,3790,186,37,756.91
2024-07-19,South,Social Media,2574,193,35,377.17
2024-07-19,South,Referral,1746,115,21,256.19
2024-07-19,East,Email,3757,178,39,830.13
2024-07-19,East,Ads,2588,156,10,168.81
2024-07-19,East,Social Media,4361,35,33,4325.63
2024-07-19,East,Referral,1665,57,35,962.77
2024-07-19,West,Email,3361,62,29,1824.77
2024-07-19,West,Ads,3732,191,8,180.97
2024-07-19,West,Social Media,3623,64,38,1997.77
2024-07-19,West,Referral,1988,136,39,507.37
2024-07-20,North,Email,2266,25,5,476.01
2024-07-20,North,Ads,1942,153,14,191.93
2024-07-20,North,Social Media,4303,49,37,2717.72
2024-07-20,North,Referral,4119,91,46,1841.13
2024-07-20,South,Email,4476,145,2,71.89
2024-07-20,South,Ads,4627,117,44,1843.6
2024-07-20,South,Social Media,2345,66,15,611.57
2024-07-20,South,Referral,1936,194,20,170.85
2024-07-20,East,Email,2136,56,44,1880.36
2024-07-20,East,Ads,684,47,37,627.04
2024-07-20,East,Social Media,4940,182,5,108.92
2024-07-20,East,Referral,763,34,8,190.56
2024-07-20,West,Email,2377,137,13,227.78
2024-07-20,West,Ads,1697,194,16,124.28
2024-07-20,West,Social Media,2419,111,42,1073.5
2024-07-20,West,Referral,3740,183,48,850.67
2024-07-21,North,Email,2768,20,9,1124.18
2024-07-21,North,Ads,1389,47,23,563.94
2024-07-21,North,Social Media,1158,108,6,61.57
2024-07-21,North,Referral,1690,142,11,148.95
2024-07-21,South,Email,1274,120,48,598.18
2024-07-21,South,Ads,4829,43,27,3311.89
2024-07-21,South,Social Media,1869,141,11,159.24
2024-07-21,South,Referral,3265,21,17,2737.13
2024-07-21,East,Email,4540,90,49,2233.54
2024-07-21,East,Ads,508,105,24,114.34
2024-07-21,East,Social Media,2108,46,25,1010.28
2024-07-21,East,Referral,4167,62,41,3055.19
2024-07-21,West,Email,1350,103,45,516.25
2024-07-21,West,Ads,1977,44,42,2230.1
2024-07-21,West,Social Media,3418,105,50,1588.2
2024-07-21,West,Referral,2609,27,18,1980.56
2024-07-22,North,Email,2803,79,43,1298.83
2024-07-22,North,Ads,3918,33,17,2327.37
2024-07-22,North,Social Media,1256,75,13,176.99
2024-07-22,North,Referral,2346,175,47,597.48
2024-07-22,South,Email,973,55,4,61.3
2024-07-22,South,Ads,2234,81,49,1280.55
2024-07-22,South,Social Media,4442,129,35,1315.03
2024-07-22,South,Referral,2011,194,40,379.35
2024-07-22,East,Email,729,133,26,169.45
2024-07-22,East,Ads,2113,33,15,1133.41
2024-07-22,East,Social Media,3447,51,19,1376.01
2024-07-22,East,Referral,1716,125,21,333.01
2024-07-22,West,Email,2763,53,29,1651.74
2024-07-22,West,Ads,4788,146,34,1174.78
2024-07-22,West,Social Media,1667,152,35,423.24
2024-07-22,West,Referral,3941,108,14,567.3
2024-07-23,North,Email,4222,71,18,939.86
2024-07-23,North,Ads,3534,103,34,1040.1
2024-07-23,North,Social Media,2299,75,30,977.16
2024-07-23,North,Referral,4954,131,42,1598.15
2024-07-23,South,Email,3529,61,11,651.08
2024-07-23,South,Ads,948,164,31,145.55
2024-07-23,South,Social Media,2120,36,22,1247.81
2024-07-23,South,Referral,1627,192,50,473.74
2024-07-23,East,Email,2490,100,2,42.18
2024-07-23,East,Ads,2361,173,3,42.54
2024-07-23,East,Social Media,2284,137,6,97.38
2024-07-23,East,Referral,3775,118,31,900.5
2024-07-23,West,Email,2306,162,17,209.48
2024-07-23,West,Ads,3871,189,47,1139.39
2024-07-23,West,Social Media,3580,172,23,399.26
2024-07-23,West,Referral,1596,103,22,390.36
2024-07-24,North,Email,2704,82,10,308.51
2024-07-24,North,Ads,1179,148,43,320.74
2024-07-24,North,Social Media,817,122,47,339.83
2024-07-24,North,Referral,3496,89,33,1071.65
2024-07-24,South,Email,3709,186,35,576.19
2024-07-24,South,Ads,2143,99,39,857.51
2024-07-24,South,Social Media,2855,152,12,248.61
2024-07-24,South,Referral,3262,115,36,880.6
2024-07-24,East,Email,2664,39,35,2041.45
2024-07-24,East,Ads,806,39,10,222.99
2024-07-24,East,Social Media,558,64,42,308.54
2024-07-24,East,Referral,2310,33,32,1900.97
2024-07-24,West,Email,3062,56,47,2874.84
2024-07-24,West,Ads,2274,26,15,1258.51
2024-07-24,West,Social Media,935,91,35,345.47
2024-07-24,West,Referral,3181,134,6,121.29
2024-07-25,North,Email,1415,99,8,122.44
2024-07-25,North,Ads,4981,66,15,1228.02
